Gene_Set	Direction	Enrichment	n	b	N	B	p.value	Driver_Genes	adj.p.val
Primary immunodeficiency	UP	1.64455476039496	7885	26	17456	26	0.00529706928325979	CD8B1,CD19,ZAP70,LCK,CIITA,CD3E,ICOS,CD8A,IL2RG,TNFRSF13B,AICDA,CD79A,PTPRC,CD3D,IL7R,DCLRE1C,RFX5,RFXANK,JAK3,TAP2,BTK,UNG,CD40,RFXAP,RAG2,RAG1,CD40LG,TAP1,TNFRSF13C,ADA,IKBKG,ORAI1,BLNK,CD4,AIRE	0.0471543030313715
Sphingolipid metabolism	DOWN	3.85588062045945	926	9	17456	9	0.00547833624314964	CERS1,UGCG,SMPD1,SGMS2,9130409I23RIK,DEGS1,SGPP1,SGPP2,CERK,SPHK1,CERS3,NEU4,GLB1,UGT8A,KDSR,ASAH2,NEU1,SMPD4,GBA2,ARSA,ACER2,SMPD2,GBA,ASAH1,GALC,SGMS1,ACER3,CERS2,SGPL1,GAL3ST1,SPTLC1,GLA,SPTLC2,CERS5,CERS6,ACER1,CERS4,SPTLC3,SPHK2,DEGS2,B4GALT6,ENPP7,NEU3,SMPD3	0.0478300895074988
RIG-I-like receptor signaling pathway	DOWN	5.52055660974067	663	13	17456	13	1.0607672448093e-05	IFNA1,IFNA11,IFNA12,IFNA13,IFNA14,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA9,IFNAB,RELA,NFKBIB,TANK,NFKBIA,TNF,TBK1,FADD,NFKB1,RIPK1,D1PAS1,DDX3X,MAPK9,CHUK,DHX58,CXCL10,IFIH1,IRF3,IKBKG,TMEM173,OTUD5,ATG5,MAPK14,AZI2,MAPK11,TRAF2,TRAF3,TRADD,MAPK13,CASP8,NLRX1,PIN1,IKBKB,ATG12,MAVS,CYLD,IRF7,SIKE1,MAPK8,TRAF6,MAPK12,ISG15,TRIM25,RNF125,TBKBP1,MAP3K1,MAP3K7,IL12A,DDX58,MAPK10,IKBKE	0.000240794164571711
Protein processing in endoplasmic reticulum	DOWN	1.54899658703072	7325	104	17456	104	1.22373838840062e-07	SSR4,DNAJB11,DDIT3,SYVN1,HERPUD1,EIF2AK3,DERL2,MAP3K5,DNAJC3,HYOU1,DNAJC5,UBE2J2,BAG1,ATF4,MOGS,HSPA5,ERO1L,UBE2J1,ERO1LB,SEC23B,NPLOC4,PREB,CKAP4,CUL1,GANAB,DERL3,EDEM2,RNF185,MAN1A,CAPN1,CRYAB,EDEM3,MAP2K7,UGGT1,NSFL1C,EIF2S1,SSR2,SEC61A1,SEC24C,SSR1,ERN1,MBTPS1,STT3A,UFD1L,CRYAA,XBP1,WFS1,VCP,UBE2D3,SEC31A,RAD23A,MAPK9,DDOST,BAG2,UBQLN4,UBE2D1,CANX,ATF6B,SEC24B,YOD1,SEL1L,UBXN6,PRKCSH,RRBP1,TXNDC5,TRAM1,HSP90B1,RPN1,UBQLN1,P4HB,UBE4B,HSPBP1,UBE2G2,PDIA4,STT3B,LMAN1,DNAJB12,UBE2D2A,EIF2AK2,OS9,MAN1A2,DNAJA2,ERLEC1,MARCH6,HSPH1,EDEM1,SEC61B,LMAN2,HSPA2,RNF5,RPN2,SSR3,NFE2L2,DNAJC5G,MBTPS2,SEC24A,PARK2,ERP29,PDIA3,SEC63,SEC24D,SAR1B,RBX1,EIF2AK1,HSPA1L,DNAJB2,TRAF2,BCAP31,SAR1A,ATF6,HSP90AB1,BAK1,AMFR,PPP1R15A,UBE2G1,SIL1,PLAA,PDIA6,SEC61G,NGLY1,DERL1,HSPA8,STUB1,CALR,UBQLN2,SKP1A,SVIP,SEC13,MAPK8,SEC62,HSP90AA1,RAD23B,UBQLNL,LMAN1L,MAN1C1,UGGT2,DAD1,DNAJA1,SEC31B,MAN1B1,UBQLN3,DNAJB1,SEC61A2,DNAJC1,TUSC3,HSPA1A,HSPA1B,FBXO6,BCL2,SEC23A,HSPA4L,MAPK10,DNAJC10,FBXO2,BAX,ATXN3,DNAJC5B,CASP12,EIF2AK4,CAPN2	7.93681754762688e-06
Glutathione metabolism	UP	41.1698113207547	48	6	17456	6	1.66554057212664e-07	GSTM1,GSTM2,GSTM3,GSTM4,GSTM6,GSTM7,GSTA3,GPX2,GSTA2,GCLM,GPX5,GCLC,GGCT,RRM2B,GPX8,IDH1,GGT1,IDH2,GSTO2,HPGDS,MGST1,GGT6,GGT5,GSTK1,MGST3,GSS,GSTO1,GSTA1,MGST2,LAP3,GPX3,NAT8,GGT7,GPX4,GSTP1,GSTP2,GSTM5,RRM1,PGD,SMS,GPX7,GPX1,RRM2,GSTT1,OPLAH,GSTT2,TXNDC12,ANPEP,G6PD2,G6PDX,GSR,SRM,ODC1	9.45194274681868e-06
Cytokine-cytokine receptor interaction	DOWN	3.23865435968115	611	28	17456	28	1.8449206347082e-06	CCL11,CCL7,IL15RA,TNFRSF10B,IL13,IL1A,CCL3,CSF3,CCL12,CCL8,IL17F,IL1B,IL17B,IL17RA,IFNA1,IFNA11,IFNA12,IFNA13,IFNA14,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA9,IFNAB,CCL2,TNFSF14,CNTF,CLCF1,VEGFB,PDGFB,IL4RA,CSF2,LIF,IL20RB,IL4,INHBA,IL6,IL3RA,CCR10,THPO,TNFRSF1B,TNF,LEPR,TNFRSF1A,TNFRSF12A,LTBR,CCL6,CCL9,IL1R1,CCL17,ACKR3,CXCL1,KDR,ACVR1B,IL18R1,FLT1,CSF2RA,IL20,IFNAR1,ACVR1,IL17RC,IFNGR2,CCL22,IL22RA1,CCR1,CCR1L1,IL11,OSMR,IL2RA,VEGFA,IFNGR1,CCL24,TNFRSF9,ACVR2B,EGF,CXCL10,TGFB1,BMP7,NGFR,OSM,LTA,IL23A,CSF2RB,CSF2RB2,CCL4,CXCL5,IL12RB2,PDGFC,CCL20,IL1R2,RELT,CNTFR,CXCR5,MET,BMPR1A,TNFRSF13C,IL10RB,TGFBR2,TNFSF12,CD70,TNFRSF18,BMPR2,TNFRSF8,IL12RB1,IL18RAP,IFNLR1,TNFSF18,GM13308,GM20878,GM21586,FLT4,IL6ST,GM13305,IL11RA1,IL11RA2,IL11RA2,TGFB3,CD40LG,TGFBR1,TNFSF15,TNFSF8,TNFRSF21,IFNAR2,KITL,IL10,CXCR6,TNFRSF19,TNFSF13B,INHBB,BMPR1B,CCR2,CCR5,CD40,IL6RA,CX3CR1,FLT3,TNFSF13,MPL,CXCL9,CXCR2,TNFRSF17,IL13RA1,FLT3L,LTB,HGF,TSLP,EDA,AMH,EGFR,CX3CL1,IL23R,CSF3R,TNFRSF11B,XCR1,CCR8,CCR6,CTF1,CCL27A,CCL27B,GM13306,VEGFC,PDGFRA,CCR3,AMHR2,CXCL16,TNFSF4,XCL1,IL1RAP,IL17RB,CXCR1,CSF1R,EPO,IL21R,INHBC,TNFSF11,CCR9,CD27,TNFRSF4,GDF5,LIFR,CCL25,INHBE,IL5,ACVR2A,IL7R,TNFRSF14,PPBP,PRLR,IL7,TNFSF9,GHR,IL24,BMP2,IL12A,CCR7,TNFRSF25,CXCL14,IFNG,IL17D,CSF1,IL5RA,PF4,LEP,TNFRSF11A,IL18,IL15,TNFRSF13B,PRL,IL17RE,IL2RG,EPOR,IL17C,CRLF2,CCR4,PDGFD,CXCL12,CCL28,TGFB2,IL9R,PDGFRB,IL10RA,FAS,CXCR4,IL2,FASL,PDGFA,CXCR3,KIT,CXCL13,TNFSF10,CCL26,CCL21A,CCL21A,CCL21B,CCL21C,GM10591,GM13304,GM21541,IL20RA,EDAR,CCL19,CCL19,IL2RB,CCL5,EDA2R	6.44303052428864e-05
Biosynthesis of unsaturated fatty acids	UP	8.95179487179487	650	8	17456	8	2.23579683081843e-05	ELOVL2,PECR,ACOT1,ACOT2,ACOT3,ACOT5,ACAA1A,ACAA1B,ACOX1,BAAT,ACOT7,HADHA,TECR,ACOX3,ELOVL5,ACOT4,FADS1,HSD17B12,FADS2,SCD1,SCD2,SCD3,SCD4,ELOVL6	0.000483357981519794
Linoleic acid metabolism	UP	324.978723404255	8	7	17456	7	2.71750688618511e-09	CYP3A11,CYP3A13,CYP3A16,CYP3A25,CYP3A41A,CYP3A41B,CYP3A44,ALOX15,CYP2J11,CYP2J12,CYP2J13,CYP2J5,CYP2J6,CYP2J8,CYP2J9,PLA2G2F,CYP2C55,PLA2G4B,PLA2G4B,PLA2G4D,PLA2G12B,PLA2G2D,CYP1A2,PLA2G5,CYP2C29,CYP2C37,CYP2C38,CYP2C39,CYP2C40,CYP2C50,CYP2C54,CYP2C65,CYP2C66,CYP2C68,PLA2G4E,PLA2G12A,PLA2G6,PLB1,PLA2G4C,PLA2G4F,CYP2E1,PLA2G4A,PLA2G16,PLA2G10,PLA2G1B,PLA2G2C,PLA2G3	5.107547970488e-07
Serotonergic synapse	UP	9.53879781420765	150	10	17456	10	3.05166914416066e-06	GABRB3,CYP2D10,CYP2D11,CYP2D12,CYP2D22,CYP2D26,CYP2D34,CYP2D40,CYP2D9,ALOX15,GNAI1,HTR2B,SLC18A1,CYP2J11,CYP2J12,CYP2J13,CYP2J5,CYP2J6,CYP2J8,CYP2J9,PRKACB,PLCB2,ALOX12,PTGS1,CYP4X1,CACNA1C,HTR2C,CYP2C55,CASP3,KCNN2,DDC,PLA2G4B,PLA2G4B,KCND2,GNAO1,ITPR2,TRPC1,PLA2G4D,GNG8,PLCB4,ITPR3,ADCY5,PRKCB,ALOX8,CYP2C29,CYP2C37,CYP2C38,CYP2C39,CYP2C40,CYP2C50,CYP2C54,CYP2C65,CYP2C66,CYP2C68,KCNJ5,GNGT2,GNG12,KCNJ9,PLA2G4E,CACNA1F,MAP2K1,DUSP1,HTR6,GABRB2,MAOB,CACNA1A,GNB4,HTR1F,GNG2,TPH1,HTR3A,PLA2G4C,GNAI3,CACNA1B,CACNA1S,GNAI2,MAPK3,HTR4,HTR7,PLA2G4F,GNAQ,BRAF,GNG11,ALOX5,HTR2A,GNG4,GNG7,PTGS2,PRKACA,PLCB3,PLA2G4A,GNG10,KCNJ6,GNAS,GNB2,KCNJ3,HRAS,GNG5,RAPGEF3,KRAS,HTR1B,GNB1,MAOA,NRAS,PRKCA,GNG3,APP,GNB5,CACNA1D,MAPK1,ALOX12B,SLC6A4,ARAF,RAF1,ITPR1,GNB3,PRKCG,SLC18A2,PLCB1,TPH2,HTR5A,HTR1D	9.84335460090248e-05
Biosynthesis of unsaturated fatty acids	DOWN	23.0168776371308	158	5	17456	5	3.14609099526519e-05	ELOVL6,SCD1,SCD2,SCD3,SCD4,FADS2,HSD17B12,FADS1,ACOT4,ELOVL5,ACOX3,TECR,HADHA,ACOT1,ACOT2,ACOT3,ACOT5,ACOT7,BAAT,ACOX1,ACAA1A,ACAA1B,PECR,ELOVL2	0.000649238778113816
Arachidonic acid metabolism	UP	1.76754189944134	7160	58	17456	58	3.19127188119772e-07	PTGDS,ALOX15,CYP4A12A,CYP4A14,CYP4A31,CYP4A32,CYP4F14,GPX2,CYP4A12B,CYP2J11,CYP2J12,CYP2J13,CYP2J5,CYP2J6,CYP2J8,CYP2J9,CBR1,CYP4F18,ALOX12,PTGS1,EPHX2,GPX5,PLA2G2F,CYP2C55,PLA2G4B,PLA2G4B,GPX8,GGT1,HPGDS,CYP4A10,PLA2G4D,GGT5,PLA2G12B,PLA2G2D,PLA2G5,ALOX8,CYP2C29,CYP2C37,CYP2C38,CYP2C39,CYP2C40,CYP2C50,CYP2C54,CYP2C65,CYP2C66,CYP2C68,PLA2G4E,CBR3,PLA2G12A,LTA4H,CYP2B10,CYP2B13,CYP2B19,CYP2B23,CYP2B9,PLA2G6,PLB1,PTGIS,GPX3,PLA2G4C,PTGES3,PLA2G4F,ALOX5,CYP2E1,PTGS2,PLA2G4A,PLA2G16,GPX7,TBXAS1,PLA2G10,GPX1,PLA2G1B,PLA2G2C,PTGES2,FAM213B,CYP4F13,ALOX12B,CYP2U1,PLA2G3,PTGES	1.48482170829523e-05
Metabolic pathways	UP	12.5505341002465	8	7	17456	7	3.2522096699017e-06	CYP3A11,CYP3A13,CYP3A16,CYP3A25,CYP3A41A,CYP3A41B,CYP3A44,PTGDS,IDO2,CYP2A12,CYP2A4,CYP2A5,AK8,AMACR,CMBL,ATP6V0E2,ALOX15,SDS,DMGDH,OTC,ACSM1,CHST9,ST6GAL2,SMPD3,ETNPPL,ALDH1B1,ACADM,GSTZ1,PLD1,ALDH3A1,ALAS2,PDHA2,DAO,ATP6V1B1,CYP4A12A,CYP4A14,CYP4A31,CYP4A32,ALAD,AMPD3,UGT2B37,HDC,GALNT13,CYP7A1,MBOAT1,CHST10,B3GNT3,TYRP1,ALDH3B1,GLS,ACSL4,CYP4F14,UAP1L1,ACOT1,ACOT2,ACOT3,ACOT5,ACAA1A,ACAA1B,HKDC1,ADH4,UGT2B38,SORD,DGKI,UGT2B34,GDA,AOC1,B3GALT1,NDST3,PCK1,HIBCH,FBP1,ACOX1,ASPA,CYP4A12B,CDO1,AMY1,AMY2A2,AMY2A3,AMY2A4,AMY2A5,CNDP1,AKR1D1,GCNT4,CKMT1,CYP26A1,LAMA3,DCT,PPCS,ADH1,AADAT,CHIT1,PHGDH,WBSCR17,AOC3,PLCD4,GCLM,ACADL,ST6GALNAC1,PKLR,PNMT,SDSL,DCK,PLCG2,B3GAT2,ME1,GALNT16,CYP2J11,CYP2J12,CYP2J13,CYP2J5,CYP2J6,CYP2J8,CYP2J9,HGSNAT,ACSL5,NAT1,NAT2,NAT3,BHMT2,B3GALT5,CBR1,AMPD1,GAD1,ALDH7A1,H2-KE6,NMNAT3,PGAM1,DGKH,XYLB,ACSM4,HADHB,PLCB2,CYP4F18,BAAT,ADAM29,ALOX12,PPOX,PTGS1,TPK1,CEPT1,PPT1,DHRS4,HYAL4,RDH16,RDH9,EPHX2,GATM,UGT2B36,RIMKLB,ENPP7,FUT2,SEC1,FAH,INPP4A,KMO,MBOAT2,RIMKLA,AGK,HSD17B3,CYP11A1,TYMS,HYAL5,SPAM1,PON2,FOLH1,FTCD,MTR,PLA2G2F,GM10681,HSD3B1,HSD3B2,HSD3B4,HSD3B5,HSD3B6,ALDH9A1,C1GALT1,AKR1B10,AKR1B7,AKR1B8,PLD2,GALT,CPOX,LIPF,DNMT3B,B3GALNT1,TAT,ADH5,B4GALT6,HSD17B6,CYP2C55,FUT4,PIGF,B3GNT5,AANAT,ASAH2,FPGT,AGPAT4,FUT8,PEMT,UQCRC2,IDNK,INPP5J,PLCG1,FAHD1,GCLC,B4GALNT1,HAO2,DGAT1,CYP11B1,CYP11B2,CHST8,DDC,ISPD,ALDH1A2,SQLE,ACOX2,CTH,COX6B2,UGT2A3,PHOSPHO1,RRM2B,PLA2G4B,PLA2G4B,HSD17B4,AMT,HPD,LIPG,ALG6,DHFR,ATP6V0D2,GALNT5,FKTN,NNMT,GALE,COQ7,MDH1,IDH1,MUT,PCK2,SDHD,GPT,NDUFB5,RGN,MTMR2,GGT1,SUOX,LPCAT1,ENO2,IDH2,DLD,CYP24A1,HSD11B1,OGDHL,PCCB,PNPO,HOGA1,ACAT1,BTD,DGKA,ALG1,HMGCLL1,MAT2B,PFKM,GALM,NAGK,HPGDS,PIGP,ENO3,ACP1,ALG10B,SUCLG1,HEXB,CYP4A10,ECHS1,COQ3,ACO2,EHHADH,PDHA1,GGT6,MGAT4C,LCT,TUSC3,PGAP1,ARSB,PNLIP,HMGCS1,PLA2G4D,NT5M,OLAH,ACY1,NDUFA10,PRDX6,HAO1,PRPS2,DEGS2,PAH,NMRK2,FUT9,UROC1,QDPR,SUCLG2,HYAL3,ST8SIA1,PLCH2,PIK3C2B,IMPA1,PFKL,MECR,SAT1,B4GALNT4,GGT5,NMRK1,CEL,ACSM3,GALNT12,PLCB4,PIPOX,MTMR4,SPHK2,PLA2G12B,HPSE2,LDHC,DNMT3A,PIGL,PIP5K1B,EXTL2,SC5D,RPE,UGT2B5,AKR1A1,NUDT12,PLA2G7,THTPA,GLDC,GCDH,HGD,EXTL1,ALDH1A3,ATP6V1G1,CYP26B1,POLR2G,ADK,PRPS1L1,PLA2G2D,ALDH2,SRR,PPCDC,TST,COQ5,RFK,POLR3GL,ALDH5A1,UGDH,POLG2,ITPKB,CYP8B1,MAN1B1,ACSL6,GALNT7,PNPLA3,ADH7,LDHB,NDUFC1,CYP2R1,CYP51,HYKK,SDHC,GSS,DGAT2,GANC,UROS,GOT2,ATP5A1,CYP1A2,NDUFB2,GALNT11,RDH10,UQCRB,PIGV,ITPK1,NT5C1B,BLVRA,CRYL1,GALNT15,PLA2G5,UQCRH,NME7,REV3L,DPYS,AHCYL2,SPTLC3,COX4I2,PGK2,PAFAH2,NDUFS7,SDHA,COX6C,ALOX8,ATP5G3,BPGM,UGP2,PFKP,CKM,CYP2C29,CYP2C37,CYP2C38,CYP2C39,CYP2C40,CYP2C50,CYP2C54,CYP2C65,CYP2C66,CYP2C68,DAD1,TH,GAPDHS,BHMT,ALDH3A2,ALDH1A1,ALDH1A7,ASS1,HEXA,ARG1,GNS,AHCYL1,MAN1C1,PI4K2B,ATP5O,HMGCS2,B4GALNT3,HMGCR,B3GALT2,NFS1,NDUFS4,CERS4,FDFT1,LPCAT2,LCLAT1,ATP5F1,PLA2G4E,TDO2,DCXR,DUT,GLUL,NMNAT1,PLCZ1,CSGALNACT1,COX6A1,ACSM2,CBR3,GCNT1,AK7,C1GALT1C1,CMPK1,MTHFD2,GYS2,B3GALNT2,SCP2,HAAO,UAP1,GNPDA1,GLS2,COX11,BST1,ALDOB,GCNT3,UQCRC1,INPP4B,COX15,NDUFB6,UPRT,TRAK2,DGKE,GRHPR,XYLT2,AKR1B3,NDUFC2,CMAS,HMGCL,ADI1,PLA2G12A,NDUFA12,UGT1A6A,UGT1A6B,NDUFB10,HADHA,GALNT18,PIGO,LAP3,BPNT1,UQCRQ,PIGT,ACOT8,LIAS,PRODH2,ADSS,NDUFAB1,NDUFA7,AGXT,NTPCR,BCKDHB,ATP5J,IDI1,BDH1,CRLS1,COX7B,CPS1,AGPAT1,NADK2,BCKDHA,COX5A,PAICS,MAOB,ATP6V0D1,POLD3,GALNT3,LTA4H,ACADS,IDO1,COQ2,GBGT1,ACAD8,LIPT1,PRPS1L3,LPIN3,MCEE,LPCAT4,GALNTL6,CKMT2,POLR3F,PIGU,PNPLA2,XYLT1,ACER1,MTHFD1,NDUFA4,ASL,HSD17B1,CTPS2,ATP5B,CYP2B10,CYP2B13,CYP2B19,CYP2B23,CYP2B9,PLA2G6,NME6,BDH2,PLB1,UQCRFS1,IDH3B,PTGIS,NDUFS6,GAA,ALG9,UQCR10,MTHFD1L,DOLK,NDUFV1,PANK1,FBP2,CERS6,NDUFA5,DTYMK,ALDH3B2,PIGX,NDUFS2,NOS1,AK9,SLC27A5,ITPA,NDUFS1,TPH1,SARDH,HPSE,HIBADH,NDUFA13,TM7SF2,ATP5G1,LIPT2,CERS5,NDUFB4,PIP5KL1,PIGC,PAPSS1,NDUFA1,MTM1,AGMAT,UPB1,PLCH1,MLYCD,GAD2,PLA2G4C,AGPS,FH1,LIPC,ACO1,DHRS9,B4GALT2,PNLIPRP1,ACSM5,NDUFA6,NDUFA8,ATP5C1,DCTPP1,DGKG,PLCD1,PON3,UGT1A10,UGT1A7C,UGT1A9,PIK3C2G,UQCR11,GCSH,CYC1,IPMK,NDUFA9,HADH,DGKZ,NDUFB3,AGPAT2,RPIA,SPTLC2,AK4,MMAB,PGM2,HK3,MTHFD2L,PRIM2,MCCC1,PTGES3,ALG8,ADSL,INPP5B,HSD17B10,GLYCTK,ZNRD1,ALDH6A1,GGT7,P4HA3,PDHB,B3GNT4,MPI,ACAA2,CSAD,NDUFB7,RDH11,PPAT,IVD,UCKL1,NT5C1A,ETNK1,COX4I1,DBT,ASMT,COX5B,SPTLC1,POLR2E,ATP5D,CHDH,POLA2,DPM1,NDUFS8,POLA1,UGT2B35,PIP5K1C,PDHX,PLA2G4F,GAL3ST1,UGT2B1,GALNTL5,MOCS2,B3GAT1,KYNU,PIP5K1A,ATP5H,GGPS1,ALOX5,TPO,MTHFS,IMPDH2,NDUFB9,PLCE1,GALNT6,DSE,ATP6V1H,COQ6,CYP2E1,PSPH,NDUFS3,UGT1A2,UGT1A5,TYMP,ACAT2,EARS2,APRT,POMT1,CYP27A1,PRIM1,NDUFA2,TALDO1,CYP2S1,GALNT1,ACOX3,CHPT1,ALG5,BLVRB,NDUFB11,NT5C3,SDHB,UROD,NT5C3B,POLR1D,ST8SIA5,PHYKPL,SUCLA2,ALG14,ATP6V0C,PIGK,MTMR3,PRODH,NDUFA11,PGK1,PLCD3,GYG,ME3,MVK,FECH,NME1,PTGS2,NDUFA3,POLR2L,CNDP2,ST6GALNAC3,SYNJ1,GATC,IDUA,RRM1,ACSS1,GBE1,RDH12,PLCB3,SGPL1,OCRL,NDUFV2,KHK,GALNT10,PANK2,GNPDA2,GLUD1,MTMR6,PLA2G4A,NT5C2,ASNS,PGD,CERS2,GALNT4,NDST2,MTAP,AGL,MGAM,AK5,ACMSD,ATP5K,PLA2G16,SMS,NOS3,GALK1,ADA,UXS1,SYNJ2,AOC2,HMBS,OAT,NDUFS5,GADL1,CYP1A1,B3GALT4,PMVK,MGAT2,B4GALT4,MPST,PYGL,GALNT14,GPT2,PIGN,ENOPH1,CHKA,RDH8,POLR2D,PAFAH1B1,BCAT2,XDH,DGUOK,NMNAT2,MRI1,NOS2,ENO1,NSDHL,POLE3,ATP6V1E2,AUH,UPP2,PI4KB,CSGALNACT2,POLR2F,NAT8L,QARS,GUSB,PANK3,TBXAS1,PLA2G10,PSAT1,GCH1,TPI1,RPN2,GNE,ATP6V1G2,COX17,PIK3C2A,ATP5E,POMT2,ATP6V1B2,MGAT3,PLA2G1B,SGMS1,POLE4,MTMR7,NME3,PCYT2,GALC,ATP5L,PDXK,PGS1,ATIC,NT5C,PGLS,PHOSPHO2,AASS,LAMA5,POLD1,NNT,ASAH1,GMPS,ATP6V1A,UGT2A1,GPAM,SEPHS2,ENPP3,GBA,PAFAH1B2,G6PC,G6PC3,ATP6V0E,DHCR24,NDUFB8,DLST,FLAD1,POLR3D,PKM,TKTL1,ATP6V0A4,SMPD2,ATP5G2,AK2,ALDOA,ALDOART1,RRM2,B3GNT6,COX6B1,BCAT1,ACER2,MAN1A2,CHSY3,GAMT,ATP6V1E1,AOX1,HSD17B2,POLR2I,PDXP,ISYNA1,MDH2,ATP5J2,CYP17A1,ACADSB,POLR3A,ITPKA,CYP19A1,NDUFA4L2,ATP6V1D,STT3B,TMEM5,DGKD,MAN2A2,COX8A,PCX,MAN2A1,ALG3,PLA2G2C,HSD17B7,PLD3,ACSL1,HEXDC,DPM3,LDHA,MAOA,PCCA,SGSH,ADPGK,DHCR7,CMPK2,ALG12,ADO,TWISTNB,GBA2,POLR3B,NDUFV3,PANK4,AGPAT3,ACADVL,PIK3C3,IDS,ALDH18A1,PIGM,ALAS1,HK2,TRIT1,HPRT,NME2,ALLC,MCAT,POLE2,MAT1A,MCCC2,RPN1,ACOT4,PMM2,CYP27B1,POLR3K,COX6A2,ACSS3,MGAT4A,FKRP,LSS,CTPS,SMPD4,NADSYN1,ST3GAL5,CD38,CHKB,HLCS,IMPDH1,EPRS,IMPA2,PI4K2A,PIGQ,NANS,CS,CSL,POMGNT1,ATP6V0B,NT5E,HAL,DNMT1,SPR,SHMT1,PNP,PNP2,SHMT2,PCYT1A,P4HA1,AGXT2,KDSR,COMT,PTDSS1,POMK,POLR2A,DDOST,PYCR1,POLR3G,EBP,GYS1,ACP2,COX10,CAD,HK1,FDPS,POLD2,PTGES2,CBS,GOT1,ENPP1,NAMPT,PIGB,PIGH,POLR3C,PFAS,PYCR2,UCK1,ALG11,INPP5K,QPRT,AFMID,PPT2,PYGM,ST6GALNAC4,ATP6AP1,HSD17B12,TK2,OGDH,IMPAD1,ACSBG1,ATP6V1C1,A4GALT,GUK1,MGAT5B,MTMR14,B3GALT6,ATP6V1F,MTMR1,NME4,GK2,GPAA1,SAT2,ATP6V0A2,NANP,ANPEP,PON1,PYGB,FAM213B,PTS,ACSS2,GPAT2,POLR2B,CYP4F13,NAGLU,PAFAH1B3,STT3A,ST3GAL3,IDI2,GART,ARG2,CDIPT,ALOX12B,AMDHD1,ST3GAL4,POLR2H,IPPK,POLR1A,PYCRL,QRSL1,CKB,UGT8A,GFPT2,G6PD2,G6PDX,GLB1,UMPS,FUT1,B4GALT1,POLD4,GMDS,AHCY,GM4737,TSTA3,AMPD2,POLR1C,IDH3G,ALDH4A1,MVD,PGM3,POLR2C,FUK,DHRS3,GLCE,LPIN2,MINPP1,DBH,ACACB,B4GALT7,CYP2U1,HYAL1,GFPT1,ALDOC,DCTD,INPP5A,PIGW,MAN1A,TKT,P4HA2,POMGNT2,OXSM,IDH3A,TREH,CERS3,TCIRG1,GALNT2,DPYD,HMOX2,DGKB,MGAT1,H6PD,PIGS,GANAB,POLR2J,CDS2,DHODH,GPHN,GMPPA,FUT7,PLA2G3,ETNK2,ACSBG2,PTGES,MGAT4B,ACP5,POLR1B,IL4I1,GALNS,AGPAT9,PAPSS2,PLD4,B4GALT3,CDS1,APIP,TKTL2,FASN,B3GAT3,SEPHS1,SPHK1,HSD3B7,DPAGT1,GCK,PIGA,POLR1E,TK1,POLG,SIS,PGP,COASY,GPI1,MOGS,NADK,PI4KA,FPGS,UCK2,DLAT,CHPF,EXT2,AGPAT5,ST3GAL6,HYAL2,SLC33A1,GMPPB,LPIN1,NDST1,PCYT1B,DGKQ,ADSSL1,SRM,NAGS,ATP6V0A1,ST6GAL1,DPM2,SCLY,ALG2,CYP21A1,ACSL3,ST3GAL2,INPP5E,CHSY1,G6PC2,ATP6V1C2,9130409I23RIK,DEGS1,B3GNT2,ABAT,ACACA,ST3GAL1,ALPL,CDA,AK1,PLCB1,MAT2A,INPP1,CYP26C1,UPP1,MOCS1,ST6GALNAC5,TPH2,PMM1,SGMS2,AMD1,CHPF2,KL,MGLL,ST6GALNAC6,MGAT5,PTDSS2,EXTL3,SMPD1,GCNT2,ITPKC,HMOX1,POLR3H,UGCG,ODC1,MTHFR,POLE,AKP3,ALPI,ALPPL2,EXT1,CERS1,PGM1,ACLY	9.84335460090248e-05
Metabolism of xenobiotics by cytochrome P450	UP	36.9830508474576	48	6	17456	6	3.27053239712605e-07	GSTM1,GSTM2,GSTM3,GSTM4,GSTM6,GSTM7,ALDH3A1,AKR7A5,UGT2B37,GSTA3,ALDH3B1,ADH4,UGT2B38,UGT2B34,GSTA2,ADH1,CBR1,UGT2B36,ADH5,UGT2A3,HSD11B1,GSTO2,HPGDS,MGST1,GSTK1,UGT2B5,ALDH1A3,MGST3,ADH7,CYP1A2,GSTO1,CBR3,EPHX1,GSTA1,MGST2,UGT1A6A,UGT1A6B,ALDH3B2,SULT2A1,SULT2A3,UGT1A10,UGT1A7C,UGT1A9,UGT2B35,UGT2B1,CYP2E1,UGT1A2,UGT1A5,CYP2S1,GSTP1,GSTP2,GSTM5,CYP1A1,UGT2A1,GSTT1,GSTT2,CYP2F2,DHDH,CYP1B1	1.48482170829523e-05
